username,date,tweet,hashtags,link
cdc99205773,3/30/2022 18:03,@disclosetv Haven’t his doctor suggested to mix the different vaccines or just Pfizer donated more for Dems campaign?,[],https://twitter.com/cdc99205773/status/1509199733457313796
conorsvan1,3/30/2022 18:02,"@InSTOICpains @Barbara4422 @TransSplendor 2,000 people have had a heart attack every day since Pfizer started rolling out their Vaccine!!  2,000 people had a heart attack every day prior to the Vaccine too. When you are tracking medical effects within 42 days of a mass vaccination event, you get a lot of hits.",[],https://twitter.com/conorsvan1/status/1509199407555629056
EINPfizerNews,3/30/2022 18:02,Over 955 thousand children voluntarily vaccinated with Pfizer vaccine in Uzbekistan – Health Ministry․  https://t.co/Jg37vN4Hgc,[],https://twitter.com/EINPfizerNews/status/1509199381005754369
BVMurciasalud,3/30/2022 18:02,#PubSaludMurcia Herpetic anterior uveitis following Pfizer-BioNTech coronavirus disease 2019 vaccine: two case reports @Area7ReinaSofia  https://t.co/8VDBoxdJUJ,['pubsaludmurcia'],https://twitter.com/BVMurciasalud/status/1509199338240679949
megtirrell,3/30/2022 18:01,"We also asked Alnylam's CEO about the co's lawsuits against Pfizer &amp; Moderna over #covid19 vaccine delivery technology. She told us it's their ""fiduciary duty to shareholders to seek fair compensation for use of our technology,"" but notes they don't plan to impede distribution",['covid19'],https://twitter.com/megtirrell/status/1509199069238992903
FOX10Phoenix,3/30/2022 18:00,COVID-19 boosters will become as routine as flu shots – that's the word from health officials as the Food and Drug Administration authorized a second booster shot of the Pfizer and Moderna vaccines for certain groups of people.   https://t.co/DC76zkTXYi,[],https://twitter.com/FOX10Phoenix/status/1509198896387526661
JenniferF,3/30/2022 18:00,The #Biden nomination of Brenda “Sue” Fulton to the #Pentagon comes amidst #Pfizer’s continued efforts to secure Emergency Use Authorization (#EUA) from the Food and Drug Administration (#FDA) for its #COVID19  #vaccine and #boosters.,"['biden', 'pentagon', 'pfizer', 'eua', 'fda', 'covid19', 'vaccine', 'boosters']",https://twitter.com/JenniferF/status/1509198821762469890
fluffytiel,3/30/2022 18:00,@canhowie @howcanthisbe22 @erinpepler @sarahboesveld Trials for Moderna and pfizer for under 5s finish. Hopefully approvals for vaccines come soon after that.  The current BA2 variant would have calmed down. Weather getting warmer etc.,[],https://twitter.com/fluffytiel/status/1509198811071225859
_ONWA_,3/30/2022 18:00,"#Mindimooyenh #Vaccine Clinic is open &amp; Drop-ins are welcome! Pfizer &amp; Moderna vaccines (ages 5+), #boosters (ages 12+), and #Flu shots available. No line ups. No appointment necessary.   Call 807-697-1753 for more information.  https://t.co/wkS6gLmDoK  https://t.co/6XMYZfC5XW","['mindimooyenh', 'vaccine', 'boosters', 'flu']",https://twitter.com/_ONWA_/status/1509198809213161474
AnalySource,3/30/2022 18:00,CDC recommends fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older   https://t.co/i0vuSQ1GLt  https://t.co/CmXuFc4Ovm,[],https://twitter.com/AnalySource/status/1509198805341777939
gmanews,3/30/2022 18:00,Philippines gets additional 936K doses of reformulated Pfizer COVID-19 vaccine   https://t.co/Sa1GrDKfmj,[],https://twitter.com/gmanews/status/1509198779336908815
TheWellNews,3/30/2022 17:59,"Bypassing its review panel of independent experts, the Food and Drug Administration authorized a fourth dose of the Pfizer and Moderna coronavirus vaccine for people 50 and older.  https://t.co/23EVxDKUEn",[],https://twitter.com/TheWellNews/status/1509198764136964097
HughThunkIt,3/30/2022 17:59,"@pdxmama1 @DrTomFrieden The Pfizer and Moderna vaccines accelerate the adaptive T-cell responses so that clearance is quicker and more efficient once infection begins. And each does so differently, which is why it is advantageous to mix them when choosing boosters. That helps limit long Covid, too.",[],https://twitter.com/HughThunkIt/status/1509198647413510144
pogue25,3/30/2022 17:58,"@BigRedBets2 @vaxreports1 And no, @pfizer isn't paying me to promote vaccines (although I wish they were).",[],https://twitter.com/pogue25/status/1509198360644923398
NoppTerri,3/30/2022 17:57,Don't get distracted.    Pfizer/Fauci/Gates lied Vaccine is k!ll!ng millions Hillary spied on a potus Hunter &amp; Joe are owned Maxwell has a list of elites  Distractions: Ukraine Chris/Will Disney Jackson (she's getting in),[],https://twitter.com/NoppTerri/status/1509198207116447747
scholle14000,3/30/2022 17:57,"Les documents de Pfizer suffisent à condamner Pfizer, la FDA, l'EMA &amp; les autorités de surveillance et de contrôle.  ""Les seuls qu'il aurait fallu confiner, ce sont les vaccinés, la semaine après injection."" (@CuendetV) 🤦 Et les triple vax immunodéficients ? Confinés à vie ? 😱  https://t.co/xoiBAtZZca",[],https://twitter.com/scholle14000/status/1509198171192320005
wvdudeAJ,3/30/2022 17:56,"@aBarnes94 @K_Smith_MI @JakeAnbinder careful, a new Pfizer doc just came out on the vaccine trials and it seems to be  saying  that immunity is compromised for 7 days after the shot and covid is actually more likely to occur in those 7 days than for unvaccinated. there should be a week isolation period after vac.",[],https://twitter.com/wvdudeAJ/status/1509197850508337154
MadelynMaye1,3/30/2022 17:55,@backtolife_2022 Pfizer both withheld data and published false data. They are #1 vaccine information spreaders.,[],https://twitter.com/MadelynMaye1/status/1509197661768851464
TK_Golf_Buys,3/30/2022 17:53,"The Real Medical Issue Behind Will Smith's Oscar Night Punch  https://t.co/tYYYbJw2Bf › ninashapiro › 2022/03/28 › t... 2 days ago — HOLLYWOOD, CALIFORNIA - MARCH 27: (L-R) Chris Rock and Will Smith are ... White House Mandates Pfizer Vaccines for Millions of Citizens .",[],https://twitter.com/TK_Golf_Buys/status/1509197135346122755
steveburnett,3/30/2022 17:53," https://t.co/T9eoi939jv ""A second booster dose of the Pfizer-BioNTech COVID-19 Vaccine or Moderna COVID-19 Vaccine may be administered to individuals 50 years of age and older at least 4 months after receipt of a first booster dose"" Please get vaccinated.",[],https://twitter.com/steveburnett/status/1509197058334470149
AMiceMarina,3/30/2022 17:51,"🚨Business as usual doesn't work during a pandemic. @POTUS, time to demand @Pfizer &amp; @moderna_tx share the science, tech, &amp; know-how of #COVID19 vaccines. Everyone deserves a fair shot at recovery. #PeoplesVaccine #VaccineEquity➡️ https://t.co/uy2ER9kbhL","['covid19', 'peoplesvaccine', 'vaccineequity']",https://twitter.com/AMiceMarina/status/1509196736933203976
Swedish,3/30/2022 17:51,The U.S. Food and Drug Administration (FDA) has amended the Emergency Use Authorizations for the Pfizer and Moderna #COVID19 vaccines to include a second booster dose for people 50+ years of age and certain immunocompromised individuals. Learn more:  https://t.co/lIm9w4AK9a  https://t.co/GD2FtD9sX7,['covid19'],https://twitter.com/Swedish/status/1509196689353158656
mattjones21a,3/30/2022 17:51,New Zealand Scientist Examines Pfizer Fake Vaccine Under The Microscope – HORRIFIC  https://t.co/sxYdk401jB,[],https://twitter.com/mattjones21a/status/1509196548772704260
Viable773,3/30/2022 17:50,Moderna’s COVID-19 Vaccine Boosts Some Antibodies More than Pfizer’s  https://t.co/0dW3QkZeD3,[],https://twitter.com/Viable773/status/1509196471954034696
SYaacobi,3/30/2022 17:50,"@Benjihana @EricTopol @ScienceTM 2/3 Modern vaccines Why exchange / mix. ???  Medical staff, and vaccinated 4 times Pfizer (this is how it is in Israel)  Go get vaccinated whoever can   Vaccine: 3, 4, etc.   It is important !!!",[],https://twitter.com/SYaacobi/status/1509196362818146315
marinavanzyl,3/30/2022 17:50,Big pharma company Pfizer is investing R255-million in South Africa to produce the group’s Covid-19 vaccine for distribution in Africa.  https://t.co/o4XnYc6zc5,[],https://twitter.com/marinavanzyl/status/1509196258321346561
Mournblade94,3/30/2022 17:48,@jenannie @DrEricDing Their vaccines do not have the efficacy of ours. China is currently trying to develop their own RNA vaccine. Currently they are trying to get pfizer or moderna,[],https://twitter.com/Mournblade94/status/1509195850219765768
News3LV,3/30/2022 17:46,"President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine today, the White House announced.  https://t.co/VNXHjCRm5v",[],https://twitter.com/News3LV/status/1509195341966442497
MoheganForward,3/30/2022 17:45,"Remember, anyone age 5 or older is eligible for the Pfizer vaccine in CT! Make an appointment today:  https://t.co/pqtC2ncisJ",[],https://twitter.com/MoheganForward/status/1509194999988211715
Robbiemeep,3/30/2022 17:44,Covid vaccine causes alopecia.   Pfizer funds the oscars and as it seems they put out for the Oscars too.   I doubt  Jada Pinkett has alopecia but she got paid to draw some attention to it.   Will helped.  https://t.co/4lblS1PomM,[],https://twitter.com/Robbiemeep/status/1509194795888963585
AielloLawGroup,3/30/2022 17:44,"Pfizer Covid vaccine was just 12% effective against omicron in kids 5 to 11, study finds   https://t.co/A9u277nDge  #coronavirus #covid19 #coronaviruscases #pandemic #pandemicnews #coronavirusnews #covid19news  #covid19vaccine #covid19vaccines #vaccine  #cdc #omicron #pfizer  https://t.co/pa0i1KLufs","['coronavirus', 'covid19', 'coronaviruscases', 'pandemic', 'pandemicnews', 'coronavirusnews', 'covid19news', 'covid19vaccine', 'covid19vaccines', 'vaccine', 'cdc', 'omicron', 'pfizer']",https://twitter.com/AielloLawGroup/status/1509194754625523719
5thavenueartist,3/30/2022 17:43,"Now that we know that McKinsey, in conflict of interest with its client Pfizer, intervened at the highest level in the Covid vaccination strategy in France, we need to understand who decided on the health pass and the vaccine pass by trampling Macron's promises.",[],https://twitter.com/5thavenueartist/status/1509194656105521160
SarkastikB,3/30/2022 17:42,@Ayooo1111Ay @ScooterCasterNY False. The booster refers to the shot after the original series. Pfizer/Moderna were approved as a two-dose series. Other vaccines have boosters too. You don’t call your multiple Hep B shots boosters during the first series.,[],https://twitter.com/SarkastikB/status/1509194487184216068
KYWNewsradio,3/30/2022 17:42,"JUST IN: President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine on Wednesday, the White House announced, a day after federal regulators approved a fourth shot for those aged 50 and older.   https://t.co/mVjrSg4i44",[],https://twitter.com/KYWNewsradio/status/1509194325854457861
mbvukutaphiri,3/30/2022 17:42,Biden administration launches COVID website for 1-stop info President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine on Wednesday.  https://t.co/dQPReTVOF8,[],https://twitter.com/mbvukutaphiri/status/1509194270703423490
wetpol,3/30/2022 17:41,"@RachelDTobias I got the vaccine, wanted astrazeneca but at the point I got it pfizer or moderna was the only options here in Sweden for me. Got moderna, Pfizer especially has always seemed fishy. With how it has been in the US I'd probably have said no, just to make a point.",[],https://twitter.com/wetpol/status/1509194131163254788
wolfie_smythe,3/30/2022 17:41,"@LeeWhiteh0use Obviously doesn't know much about the vaccines or risks to children.   Pfizer's own briefing document says the kids trial is too small to pick up adverse effects, running a live trial while vaccination carries on.  No precautionary principle, it's safe until proven otherwise.  https://t.co/u5fGXC0zNG",[],https://twitter.com/wolfie_smythe/status/1509194070413000706
steveangelis,3/30/2022 17:39,@Concern06259423 @NewLeafs2016 @ronbuch @TheRealKeean @DNSWilson Which documents? And is it just Pfizer or all the vaccines?,[],https://twitter.com/steveangelis/status/1509193720930832385
BruceHi21100240,3/30/2022 17:36,@wutrain Guess what ? Pfizer studies show natural immunity better than vaccine with zero side effects!!! Now who is giving misinformation???,[],https://twitter.com/BruceHi21100240/status/1509192958188347402
Oursgris3,3/30/2022 17:36,"🎶 Toi qui es triple vacciné, Qui croit ce que dit la télé, Même si tu es en bonne santé, Viens te faire encore injecter, L'important c'est la dose, l'important c'est la dooooose crois moi. 🎶 #Pfizer #Mackinsey #LaRem vous remercient.  4eme dose bientôt dans vos labos.","['pfizer', 'mackinsey', 'larem']",https://twitter.com/Oursgris3/status/1509192948554084352
newscientist,3/30/2022 17:36,"The Pfizer/BioNTech and Moderna mRNA vaccines effectively protect against severe disease, but have been linked to heart inflammation in rare cases, with young males most at risk.  https://t.co/K6ELWX3wTP",[],https://twitter.com/newscientist/status/1509192942614982667
GautengHealth,3/30/2022 17:36,Individuals 18 years and older who have received 2 doses of Pfizer vaccine can now receive a booster dose of either J&amp;J or the Pfizer vaccine 90 days  after receiving the 2nd dose of the two doses of Pfizer vaccine #IChooseVaccination #VaccinesSaveLives  https://t.co/kPmsA2sLwb,"['ichoosevaccination', 'vaccinessavelives']",https://twitter.com/GautengHealth/status/1509192824373358594
99_MaxIthemba,3/30/2022 17:35,@Southern_X11 @ProfTimNoakes does all the vaccine on the front line against the covid have the same side effects that Pfizer has ? what about the pills,[],https://twitter.com/99_MaxIthemba/status/1509192608685477893
DxGuySA,3/30/2022 17:32,#ramaphosa #Pfizer #Moderna #StateOfDisaster #COVID #Lockdown #VaccineDeaths #vaccine #vaccinemandate #mandatoryvaccination,"['ramaphosa', 'pfizer', 'moderna', 'stateofdisaster', 'covid', 'lockdown', 'vaccinedeaths', 'vaccine', 'vaccinemandate', 'mandatoryvaccination']",https://twitter.com/DxGuySA/status/1509191925869551623
Extranenne,3/30/2022 17:32,#Pfizer #EffetsSecondairesvaccins19 #vaccine,"['pfizer', 'effetssecondairesvaccins19', 'vaccine']",https://twitter.com/Extranenne/status/1509191882701684744
CVaccinebot,3/30/2022 17:32,🧪 Vaccines used globally  Pfizer/BioNTech (contd.): 🇹🇰 TK 🇹🇱 TL 🇹🇹 TT 🇹🇳 TN 🇹🇷 TR 🇹🇼 TW 🇹🇿 TZ 🇺🇬 UG 🇺🇦 UA 🇺🇾 UY 🇺🇸 US 🇺🇿 UZ 🇻🇳 VN 🇿🇦 ZA,[],https://twitter.com/CVaccinebot/status/1509191854927065093
CVaccinebot,3/30/2022 17:32,🧪 Vaccines used globally  Pfizer/BioNTech (contd.): 🇳🇦 NA 🇳🇨 NC 🇳🇮 NI 🇳🇺 NU 🇳🇱 NL 🇳🇵 NP 🇳🇿 NZ 🇴🇲 OM 🇵🇰 PK 🇵🇦 PA 🇵🇪 PE 🇵🇭 PH 🇵🇱 PL 🇵🇹 PT 🇵🇾 PY 🇵🇸 PS 🇵🇫 PF 🇶🇦 QA 🇷🇴 RO 🇷🇼 RW 🇸🇦 SA 🇸🇩 SD 🇸🇬 SG 🇸🇻 SV 🇸🇲 SM 🇷🇸 RS 🇸🇷 SR 🇸🇰 SK 🇸🇮 SI 🇸🇪 SE 🇸🇿 SZ 🇹🇨 TC 🇹🇭 TH 🇹🇯 TJ,[],https://twitter.com/CVaccinebot/status/1509191853895208961
CVaccinebot,3/30/2022 17:32,🧪 Vaccines used globally  Pfizer/BioNTech (contd.): 🇮🇲 IM 🇮🇪 IE 🇮🇶 IQ 🇮🇸 IS 🇮🇱 IL 🇮🇹 IT 🇯🇲 JM 🇯🇪 JE 🇯🇴 JO 🇯🇵 JP 🇰🇪 KE 🇰🇳 KN 🇰🇷 KR 🇰🇼 KW 🇱🇦 LA 🇱🇧 LB 🇱🇾 LY 🇱🇨 LC 🇱🇮 LI 🇱🇰 LK 🇱🇹 LT 🇱🇺 LU 🇱🇻 LV 🇲🇴 MO 🇲🇦 MA 🇲🇨 MC 🇲🇩 MD 🇲🇻 MV 🇲🇽 MX 🇲🇰 MK 🇲🇹 MT 🇲🇪 ME 🇲🇳 MN 🇲🇾 MY,[],https://twitter.com/CVaccinebot/status/1509191852842438663
CVaccinebot,3/30/2022 17:32,🧪 Vaccines used globally  Pfizer/BioNTech (contd.): 🇨🇷 CR 🇨🇼 CW 🇰🇾 KY 🇨🇾 CY 🇨🇿 CZ 🇩🇪 DE 🇩🇯 DJ 🇩🇲 DM 🇩🇰 DK 🇩🇴 DO 🇪🇨 EC 🇪🇬 EG 🇪🇸 ES 🇪🇪 EE 🇫🇮 FI 🇫🇯 FJ 🇫🇷 FR 🇫🇴 FO 🇬🇦 GA 🇬🇧 GB 🇬🇪 GE 🇬🇬 GG 🇬🇮 GI 🇬🇳 GN 🇬🇷 GR 🇬🇩 GD 🇬🇱 GL 🇬🇹 GT 🇬🇾 GY 🇭🇰 HK 🇭🇳 HN 🇭🇷 HR 🇭🇺 HU 🇮🇩 ID,[],https://twitter.com/CVaccinebot/status/1509191851802341383
CVaccinebot,3/30/2022 17:32,🧪 Vaccines used globally  Pfizer/BioNTech: 🇦🇼 AW 🇦🇫 AF 🇦🇴 AO 🇦🇮 AI 🇦🇱 AL 🇦🇩 AD 🇦🇪 AE 🇦🇷 AR 🇦🇬 AG 🇦🇺 AU 🇦🇹 AT 🇦🇿 AZ 🇧🇪 BE 🇧🇯 BJ 🇧🇶 BQ 🇧🇩 BD 🇧🇬 BG 🇧🇭 BH 🇧🇸 BS 🇧🇦 BA 🇧🇿 BZ 🇧🇲 BM 🇧🇴 BO 🇧🇷 BR 🇧🇧 BB 🇧🇳 BN 🇧🇹 BT 🇧🇼 BW 🇨🇦 CA 🇨🇭 CH 🇨🇱 CL 🇨🇮 CI 🇨🇲 CM 🇨🇰 CK 🇨🇴 CO 🇨🇻 CV,[],https://twitter.com/CVaccinebot/status/1509191850766348293
DrBitcoinPhD,3/30/2022 17:31,@bake_crypto @Aztek_btc @hodlonaut Well here’s 116 pages from the MHRA just for the Pfizer vaccine  https://t.co/PXozARpbrd,[],https://twitter.com/DrBitcoinPhD/status/1509191632440156162
Chewy6101979,3/30/2022 17:30,Did you know ALOPECIA existed before Will Smith slapped Chris Rock?  Did you know Pfizer was a sponsor of the 2022 Oscars?  Did you know Pfizer is coming out with a vaccine for ALOPECIA?  ALOPECIA ALOPECIA ALOPECIA  https://t.co/G0Ej9fmvfe,[],https://twitter.com/Chewy6101979/status/1509191285701234690
njchamber,3/30/2022 17:30,"Those 50 years or older, and as young as 12 if immunocompromised, can now get a second COVID booster designed to increase protection for higher risk people. Experts seem split on the need for the fourth shot of the mRNA vaccines made by Pfizer and Moderna.  https://t.co/Iu1z5rhx3X",[],https://twitter.com/njchamber/status/1509191248111935503
bmj_latest,3/30/2022 17:30,"Second booster doses against covid-19 for Americans aged over 50 and for certain immunocompromised people aged over 12, using either the Pfizer-BioNTech or the Moderna vaccine, may become available as early as later this week after they were authorised  https://t.co/xqTSFqJOWl",[],https://twitter.com/bmj_latest/status/1509191240977461257
jimmingtonsfo,3/30/2022 17:29,"@KarlMcKinnie Although, there are whispers that the CDC recommends fourth Pfizer and Moderna Covid vaccine doses for people age 50 and older.  Coronavirus Disease 2019  https://t.co/2FMNuvJhhL via @CDCgov",[],https://twitter.com/jimmingtonsfo/status/1509191194147909641
livertjsmax,3/30/2022 17:29,"@renaudpila 💥 plus il y a des vaccinés, plus il y a de contaminés. Personne ne s'étonne🔔 regardez les pays les moins vaccinés.... le #coronavirus n'existe plus..🤔 @Pfizer_France 💉💩 #Pfizergate à venir🔔💥💥💥💥💥💥💥💥💥💥💥💥  https://t.co/UWvlDtsvu0","['coronavirus', 'pfizergate']",https://twitter.com/livertjsmax/status/1509191172186591232
SnipePs5,3/30/2022 17:29,"@S6eri91 @_EarnieBanks @GeordieStory @DrEricDing Yeah, we will need to wait and see the next variant, but as long as Pfizer pumps out vaccines and Moderna and others, we will be OK.",[],https://twitter.com/SnipePs5/status/1509190991361630208
AtThePlanet,3/30/2022 17:27,@Kelli7997Kelli @TheConservatar7 @LibertyLockPod @savyrecords @ThomasEWoods @RobbieTheFire @JudgeJeanine @VDHanson @Earbuds_music @catturd2 @mkhammer @jsolomonReports just yesterday FDA testified Pfizer lied to them - why? vaccine liability immunity does NOT cover fraud,[],https://twitter.com/AtThePlanet/status/1509190669142700034
SMtwtwtw,3/30/2022 17:27,"@TrueNameJeff @brianhioe We've had the option of Pfizer, Moderns, Medigen and AZ since last summer you even had the choice to pick your favoured vaccine. Anyone who isn't vaccinated now has fallen for the anti vax propaganda.",[],https://twitter.com/SMtwtwtw/status/1509190523307040772
drZHalat,3/30/2022 17:25,22 July 2021 Pfizer has Large R&amp;D Facility in Wuhan China; Pfizer Employed Members of the Chinese Communist Party According to a Data Leak; Pfizer 3 Month Revenue from the Covid Vaccine was $3.5 Billion  https://t.co/jOr6gvzW3w,[],https://twitter.com/drZHalat/status/1509190193806516224
MightyM55070329,3/30/2022 17:25,Number 7 is coming to light with the Covid vaccines...  PFIZER: SIX SCANDALS TO REMEMBER  https://t.co/iIlcvGGeWg,[],https://twitter.com/MightyM55070329/status/1509190048935075846
1Aoya7,3/30/2022 17:23,"COVID-19 Vaccine Side Effects Collection (2022.3.20.B)-Panic, shortness of breath, chest tightness after Pfizer vaccination   https://t.co/D4OtfXB8Il",[],https://twitter.com/1Aoya7/status/1509189564069740547
SamolejJ,3/30/2022 17:21,"@statsjamie 🚨🚨 New ONS data shows statistical evidence that having one vaccine less than 180 days ago, a second Pfizer vaccine less than 91 days ago, or a third vaccine less than 90 days ago lowers a person's likelihood of testing positive for #COVID19",['covid19'],https://twitter.com/SamolejJ/status/1509189096618577922
notdred,3/30/2022 17:21,"@santa_care @US_FDA Of course there is a huge profit motive - both for other companies to make better vaccines, and for either Moderna or Pfizer to update their vaccine to outperform the other company",[],https://twitter.com/notdred/status/1509189041245282307
backtolife_2022,3/30/2022 17:19,Pfizer CEO Albert Bourla about why he calls people who spread vaccine misinformation ‘criminals.’  https://t.co/SdokP8WzRy,[],https://twitter.com/backtolife_2022/status/1509188463211515913
VUsuxballs,3/30/2022 17:18,DNA Transcribed from Pfizer mRNA Vaccine Contains MUTANT gp130 Tumor Gene  https://t.co/Bk1QH74XQl,[],https://twitter.com/VUsuxballs/status/1509188275373842433
TheCenter62201,3/30/2022 17:15,"FREE VACCINATION CLINIC  Today from 10 AM-4 PM. Ages 12 and up are welcome, no appointment needed. Pfizer, Moderna, and Johnson &amp; Johnson vaccines available.  #COVID #Vaccines #Vaccinate #VaccinesSaveLives  https://t.co/JFuNt5OTCP","['covid', 'vaccines', 'vaccinate', 'vaccinessavelives']",https://twitter.com/TheCenter62201/status/1509187455815196678
Norm5679,3/30/2022 17:14,@CheriJacobus It’s a full dose but Pfizer is testing different doses and combos in their continuing vaccine study. I’m a volunteer for the study and just got a 4th shot last Wed. I received one of 6 possible boosters.,[],https://twitter.com/Norm5679/status/1509187338840252417
MikeStobbe,3/30/2022 17:14,"President Joe Biden is set to receive a second booster dose of the Pfizer COVID-19 vaccine on Wednesday, the White House announced, a day after federal regulators approved a fourth shot for those aged 50 and older.  https://t.co/0CCcbXlLHe",[],https://twitter.com/MikeStobbe/status/1509187266492747789
ArthurMercutio,3/30/2022 17:14,@EndGameWW3 Strange that China (pop. 1.8 billion/largest economy in the world) has not ordered a SINGLE dose of either the Pfizer or Moderna mRNA covid vaccine?  This is probably the reason for the outbreak.  LOL!!!,[],https://twitter.com/ArthurMercutio/status/1509187223215906819
Deasmom,3/30/2022 17:13,@GallaherCaren @DavidBalatHC Pfizer won’t need the COVID vaccine with its new alopecia treatment. Thanks Oscar sponsorship,[],https://twitter.com/Deasmom/status/1509187146443227139
SpelthorneBC,3/30/2022 17:13,"You will be able to #GrabAJab at St David's Health Centre, #Stanwell (TW19 7HE) on Friday 1 April  between midday and 4.30pm.  The Trio Pharmacy, #Shepperton is also offering the Pfizer vaccine Monday to Saturdays  https://t.co/uiS1k31M7f","['grabajab', 'stanwell', 'shepperton']",https://twitter.com/SpelthorneBC/status/1509187059789008900
baade_lisa,3/30/2022 17:12,"A 57-year-old woman with a remote history of AA completed the Pfizer SARS-CoV-2 vaccine series in February 2021.   Four months later, she experienced substantial hair loss.   Don't worry, Pfizer has the cure ...  #pfizer #Alopecia    https://t.co/ZeH7JicdRd","['pfizer', 'alopecia']",https://twitter.com/baade_lisa/status/1509186718494167046
kyle_minogue,3/30/2022 17:12,"COVID vaccines: head-to-head comparison reveals how they stack up.  Comparison of the immune response to four prominent COVID-19 vaccines (Pfizer, Moderna, Johnson &amp; Johnson and Novavax).    https://t.co/q8y4a36L3h",[],https://twitter.com/kyle_minogue/status/1509186688865775623
andrew7rd,3/30/2022 17:11,"@JD01860101 @goodfoodgal @Steven_mala I’d suggest you reread the PME report, it explains on page 16 how the list was put together.  They took Covid symptoms and AESIs from other vaccines and added them to a list along with Pfizer ADRs",[],https://twitter.com/andrew7rd/status/1509186605470392321
AugsburgU,3/30/2022 17:10,"Visit Augsburg for a vaccine clinic on campus today. Both Pfizer and Moderna vaccines are available free of charge for anyone age 5+ seeking a first, second, or booster dose. Happening today at 10 a.m.–2 p.m. Pre-register at  https://t.co/PTW7kvYLpx  https://t.co/k1YlbiwKxj",[],https://twitter.com/AugsburgU/status/1509186270790098946
BethPathak,3/30/2022 17:10,Great news about 4th #vax dose approved for #COVID19 in 🇺🇸!  Now @CDCgov needs to immediately update its vaccine reporting system so we can track and identify 4th dose recepients!  #epitwitter @ASTHO @NACCHOalerts @JPHMPDirect @PublicHealth @pfizer  @US_FDA  @JasonSalemi,"['vax', 'covid19', 'epitwitter']",https://twitter.com/BethPathak/status/1509186239278239748
KateSullivanDC,3/30/2022 17:08,"President Biden will receive his second Covid-19 booster shot today, the White House says. The FDA just authorized a second booster shot of the Pfizer/BioNTech and Moderna coronavirus vaccines for people 50 and older at least four months after their first booster.",[],https://twitter.com/KateSullivanDC/status/1509185914173628427
MisterVonVegas,3/30/2022 17:08,Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know:    https://t.co/epW8qTdI5S,[],https://twitter.com/MisterVonVegas/status/1509185906728701952
nytpolitics,3/30/2022 17:07,The FDA on Tuesday authorized second booster shots of the Pfizer-BioNTech and Moderna coronavirus vaccines for older Americans and those with certain immune deficiencies.  https://t.co/A6Hc3CwpkT,[],https://twitter.com/nytpolitics/status/1509185438124322818
CaliJobGuy,3/30/2022 17:05,Listen at 4hr20min-4hr25min. FDA throws Pfizer under the bus. Vax kills 2 for every 1 saved minimum.  Vaccines and Related Biological Products Advisory Committee – 9/17/2021  https://t.co/D0BEyhorS4 via @YouTube,[],https://twitter.com/CaliJobGuy/status/1509185002273009665
mcfunny,3/30/2022 17:04,@TPatriot911 @XGEVA those are not side effects of the vaccine. they are not even a list of things that have occurred after getting vaccinated. that is the list of things pfizer is looking out for in any reports it receives. it is part of standard pharmacovigilance.,[],https://twitter.com/mcfunny/status/1509184871956107268
WerkHCN,3/30/2022 17:04,Ham Mayor Fred Eisenberger is trying to defer Mount Clr Terry Whitehead's question about the suppression of white blood cell count. Says he doesn't want to get into a discussion about vaccines. Whitehead received Pfizer vaccines. #HamOnt,['hamont'],https://twitter.com/WerkHCN/status/1509184707614887937
24VisionaryNews,3/30/2022 17:01,Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know.  https://t.co/BSCT9b7KCo,[],https://twitter.com/24VisionaryNews/status/1509184162468548611
TensionPA,3/30/2022 17:01,New study finds that two doses of Pfizer #COVID19 vaccine provide protection for four months in adolescents:  https://t.co/6xBXXW3AoX  https://t.co/DtJNd1MAOv,['covid19'],https://twitter.com/TensionPA/status/1509184147641835523
WerkHCN,3/30/2022 17:01,Mount Clr Terry Whitehead is talking about vaccine info from Pfizer. Asking about suppressed white blood cell account the info revealed. #HamOnt,['hamont'],https://twitter.com/WerkHCN/status/1509183935787503617
mtshastanews,3/30/2022 17:00,Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know.  https://t.co/zQfC3Juwst,[],https://twitter.com/mtshastanews/status/1509183690215153668
ASIAOHIO,3/30/2022 17:00,Are you eligible for a #COVID19 #booster? You must be 12+ and either: ✅ Had your single dose of the J&amp;J vaccine at least 2 months ago OR ✅ Completed the Pfizer or Moderna vaccine series (2 doses) at least 5 months ago. Learn more/book your appointment at  https://t.co/oqnltUPdOO  https://t.co/Lw7h7RB3Cu,"['covid19', 'booster']",https://twitter.com/ASIAOHIO/status/1509183669826736128
Webusiness_bot,3/30/2022 16:59,Who can get a second Pfizer or Moderna COVID-19 vaccine booster? Here's what you should know.  https://t.co/m7prntGJRz,[],https://twitter.com/Webusiness_bot/status/1509183478004387840
